,median_house_value
8936,110000.0
8937,115000.0
8938,137200.0
8939,500001.0
8940,158700.0
8941,179500.0
8942,360000.0
8943,71400.0
8944,500001.0
8945,198000.0
8946,234900.0
8947,87800.0
8948,277600.0
8949,121900.0
8950,326700.0
8951,128700.0
8952,211400.0
8953,133700.0
8954,173900.0
8955,500001.0
8956,111500.0
8957,193600.0
8958,177800.0
8959,500001.0
8960,172200.0
8961,242100.0
8962,160100.0
8963,50700.0
8964,172700.0
8965,276000.0
8966,378800.0
8967,95100.0
8968,182100.0
8969,247700.0
8970,200000.0
8971,143300.0
8972,137500.0
8973,80100.0
8974,219500.0
8975,174000.0
8976,232400.0
8977,350000.0
8978,176300.0
8979,340400.0
8980,165300.0
8981,211000.0
8982,219900.0
8983,254400.0
8984,127500.0
8985,475000.0
8986,123400.0
8987,358700.0
8988,162500.0
8989,66900.0
8990,246100.0
8991,244900.0
8992,263800.0
8993,265800.0
8994,212900.0
8995,263200.0
8996,221900.0
8997,432400.0
8998,165200.0
8999,145700.0
9000,218800.0
9001,485000.0
9002,350000.0
9003,113900.0
9004,104800.0
9005,500001.0
9006,175000.0
9007,71300.0
9008,118800.0
9009,241700.0
9010,500001.0
9011,440900.0
9012,151400.0
9013,126500.0
9014,261400.0
9015,336000.0
9016,175400.0
9017,89300.0
9018,500001.0
9019,182300.0
9020,162500.0
9021,63200.0
9022,200000.0
9023,225000.0
9024,57500.0
9025,40900.0
9026,195700.0
9027,290400.0
9028,162400.0
9029,275700.0
9030,151900.0
9031,143700.0
9032,95600.0
9033,137500.0
9034,412500.0
9035,337000.0
9036,118800.0
9037,82400.0
9038,160900.0
9039,280300.0
9040,282200.0
9041,160000.0
9042,500001.0
9043,132000.0
9044,181300.0
9045,420800.0
9046,343300.0
9047,142500.0
9048,249400.0
9049,249100.0
9050,142800.0
9051,190800.0
9052,170800.0
9053,156100.0
9054,212800.0
9055,187500.0
9056,210200.0
9057,194200.0
9058,500001.0
9059,163600.0
9060,189600.0
9061,194400.0
9062,340400.0
9063,265000.0
9064,278300.0
9065,139700.0
9066,350000.0
9067,373600.0
9068,421600.0
9069,90500.0
9070,103400.0
9071,95200.0
9072,109100.0
9073,353500.0
9074,256100.0
9075,181300.0
9076,106300.0
9077,328500.0
9078,95500.0
9079,137500.0
9080,500001.0
9081,60500.0
9082,230200.0
9083,187500.0
9084,417000.0
9085,106300.0
9086,93100.0
9087,178300.0
9088,179900.0
9089,58200.0
9090,109200.0
9091,107600.0
9092,318900.0
9093,459200.0
9094,65000.0
9095,500001.0
9096,49800.0
9097,283700.0
9098,226700.0
9099,267300.0
9100,111400.0
9101,159400.0
9102,64500.0
9103,211700.0
9104,186900.0
9105,152400.0
9106,94300.0
9107,78700.0
9108,70400.0
9109,170800.0
9110,45000.0
9111,264100.0
9112,500001.0
9113,197200.0
9114,139600.0
9115,176300.0
9116,152200.0
9117,142500.0
9118,349000.0
9119,170800.0
9120,298300.0
9121,262300.0
9122,183400.0
9123,477300.0
9124,274600.0
9125,436100.0
9126,66100.0
9127,173300.0
9128,201800.0
9129,116100.0
9130,111600.0
9131,300900.0
9132,214600.0
9133,199800.0
9134,138100.0
9135,147900.0
9136,215000.0
9137,255900.0
9138,239600.0
9139,142300.0
9140,90000.0
9141,112500.0
9142,217100.0
9143,146200.0
9144,49200.0
9145,139200.0
9146,323700.0
9147,108300.0
9148,60000.0
9149,97100.0
9150,73500.0
9151,286600.0
9152,206300.0
9153,234800.0
9154,162200.0
9155,332000.0
9156,240900.0
9157,316900.0
9158,220900.0
9159,167700.0
9160,102800.0
9161,116100.0
9162,157100.0
9163,248300.0
9164,352800.0
9165,177400.0
9166,227300.0
9167,75200.0
9168,109100.0
9169,196400.0
9170,99600.0
9171,94300.0
9172,208900.0
9173,190700.0
9174,230900.0
9175,179700.0
9176,232500.0
9177,232400.0
9178,82800.0
9179,162500.0
9180,385500.0
9181,88600.0
9182,146800.0
9183,114000.0
9184,225400.0
9185,394300.0
9186,60000.0
9187,180400.0
9188,351300.0
9189,170900.0
9190,293800.0
9191,64100.0
9192,137500.0
9193,118500.0
9194,88000.0
9195,201900.0
9196,98400.0
9197,81900.0
9198,159400.0
9199,257600.0
9200,374500.0
9201,60300.0
9202,80400.0
9203,209800.0
9204,132200.0
9205,90400.0
9206,374900.0
9207,158200.0
9208,148400.0
9209,300000.0
9210,500001.0
9211,158000.0
9212,144200.0
9213,368300.0
9214,166000.0
9215,226300.0
9216,217100.0
9217,314400.0
9218,362500.0
9219,223600.0
9220,279300.0
9221,183900.0
9222,67000.0
9223,101500.0
9224,400000.0
9225,100000.0
9226,116900.0
9227,220500.0
9228,225000.0
9229,97600.0
9230,258600.0
9231,137500.0
9232,65600.0
9233,49400.0
9234,165500.0
9235,349300.0
9236,330700.0
9237,500001.0
9238,149200.0
9239,257500.0
9240,116700.0
9241,198300.0
9242,94100.0
9243,500001.0
9244,183600.0
9245,75000.0
9246,112900.0
9247,309100.0
9248,269800.0
9249,179100.0
9250,296300.0
9251,179900.0
9252,145100.0
9253,129800.0
9254,227900.0
9255,141700.0
9256,332500.0
9257,124800.0
9258,144100.0
9259,295100.0
9260,143700.0
9261,500001.0
9262,86300.0
9263,352100.0
9264,118300.0
9265,500001.0
9266,230400.0
9267,90000.0
9268,284100.0
9269,467600.0
9270,154700.0
9271,148800.0
9272,115200.0
9273,98100.0
9274,45300.0
9275,200000.0
9276,94800.0
9277,500001.0
9278,180700.0
9279,153500.0
9280,121200.0
9281,58300.0
9282,363500.0
9283,183300.0
9284,185900.0
9285,134700.0
9286,160900.0
9287,69800.0
9288,68500.0
9289,108500.0
9290,237000.0
9291,347500.0
9292,441100.0
9293,117000.0
9294,134400.0
9295,368700.0
9296,500001.0
9297,336400.0
9298,77600.0
9299,211600.0
9300,115000.0
9301,160200.0
9302,101500.0
9303,187500.0
9304,128700.0
9305,232300.0
9306,184900.0
9307,320900.0
9308,79700.0
9309,284200.0
9310,89700.0
9311,306700.0
9312,279900.0
9313,109900.0
9314,61500.0
9315,225600.0
9316,152700.0
9317,73200.0
9318,83700.0
9319,156300.0
9320,500001.0
9321,153000.0
9322,63900.0
9323,335300.0
9324,231800.0
9325,137500.0
9326,218300.0
9327,204800.0
9328,171400.0
9329,204900.0
9330,253900.0
9331,329700.0
9332,204900.0
9333,232100.0
9334,141300.0
9335,98800.0
9336,84700.0
9337,297400.0
9338,159200.0
9339,47700.0
9340,62300.0
9341,85200.0
9342,500001.0
9343,170300.0
9344,327600.0
9345,218600.0
9346,212500.0
9347,121600.0
9348,161600.0
9349,147200.0
9350,122200.0
9351,84600.0
9352,174100.0
9353,500001.0
9354,302900.0
9355,154700.0
9356,113800.0
9357,234000.0
9358,82500.0
9359,201300.0
9360,194300.0
9361,153400.0
9362,88600.0
9363,137500.0
9364,162500.0
9365,380400.0
9366,140400.0
9367,500001.0
9368,217500.0
9369,258800.0
9370,162500.0
9371,194400.0
9372,143800.0
9373,230100.0
9374,165600.0
9375,254900.0
9376,357300.0
9377,129200.0
9378,231200.0
9379,264600.0
9380,405500.0
9381,57500.0
9382,410400.0
9383,135500.0
9384,500001.0
9385,160200.0
9386,62100.0
9387,290900.0
9388,215400.0
9389,57000.0
9390,184400.0
9391,282200.0
9392,362600.0
9393,73100.0
9394,355200.0
9395,139500.0
9396,170800.0
9397,116200.0
9398,500001.0
9399,315100.0
9400,126100.0
9401,300000.0
9402,188600.0
9403,158000.0
9404,140600.0
9405,140300.0
9406,500001.0
9407,262500.0
9408,197100.0
9409,186000.0
9410,468000.0
9411,500001.0
9412,254100.0
9413,112500.0
9414,192900.0
9415,184100.0
9416,212100.0
9417,157600.0
9418,162500.0
9419,96300.0
9420,140500.0
9421,403300.0
9422,266700.0
9423,189000.0
9424,109400.0
9425,157800.0
9426,74500.0
9427,162000.0
9428,381400.0
9429,500001.0
9430,54400.0
9431,219900.0
9432,93800.0
9433,111800.0
9434,318500.0
9435,182800.0
9436,344000.0
9437,137500.0
9438,255900.0
9439,237400.0
9440,159500.0
9441,178600.0
9442,480800.0
9443,390000.0
9444,133100.0
9445,224700.0
9446,174000.0
9447,188300.0
9448,114000.0
9449,116400.0
9450,220600.0
9451,119900.0
9452,342000.0
9453,383100.0
9454,351600.0
9455,180900.0
9456,98500.0
9457,349600.0
9458,75000.0
9459,193600.0
9460,243200.0
9461,208900.0
9462,92900.0
9463,56700.0
9464,298500.0
9465,160000.0
9466,345500.0
9467,209700.0
9468,160200.0
9469,151400.0
9470,155500.0
9471,110400.0
9472,210300.0
9473,107400.0
9474,321500.0
9475,293200.0
9476,141300.0
9477,52600.0
9478,473000.0
9479,500001.0
9480,127000.0
9481,113600.0
9482,276200.0
9483,147600.0
9484,107200.0
9485,291700.0
9486,231300.0
9487,350000.0
9488,296100.0
9489,74600.0
9490,362300.0
9491,153200.0
9492,178700.0
9493,260500.0
9494,261800.0
9495,71500.0
9496,279400.0
9497,151700.0
9498,278200.0
9499,333800.0
9500,213700.0
9501,121200.0
9502,164700.0
9503,361300.0
9504,175000.0
9505,70600.0
9506,198300.0
9507,132700.0
9508,500001.0
9509,467600.0
9510,136600.0
9511,163500.0
9512,86300.0
9513,92900.0
9514,490800.0
9515,216800.0
9516,220000.0
9517,139200.0
9518,333900.0
9519,223200.0
9520,275000.0
9521,500001.0
9522,50200.0
9523,324000.0
9524,216800.0
9525,141400.0
9526,122500.0
9527,314700.0
9528,179300.0
9529,142700.0
9530,81300.0
9531,354500.0
9532,119600.0
9533,358600.0
9534,170700.0
9535,114500.0
9536,161400.0
9537,500001.0
9538,187500.0
9539,137500.0
9540,228100.0
9541,295100.0
9542,148200.0
9543,238200.0
9544,434500.0
9545,500001.0
9546,225000.0
9547,169600.0
9548,158900.0
9549,58400.0
9550,121600.0
9551,87700.0
9552,68500.0
9553,271200.0
9554,203700.0
9555,369700.0
9556,182500.0
9557,405200.0
9558,185600.0
9559,316800.0
9560,138700.0
9561,254500.0
9562,247900.0
9563,170500.0
9564,73500.0
9565,450000.0
9566,168500.0
9567,58700.0
9568,388200.0
9569,171000.0
9570,93400.0
9571,56100.0
9572,170600.0
9573,344700.0
9574,283300.0
9575,222500.0
9576,115800.0
9577,250000.0
9578,269700.0
9579,270700.0
9580,424400.0
9581,120700.0
9582,214600.0
9583,128300.0
9584,260400.0
9585,232800.0
9586,217000.0
9587,151400.0
9588,113400.0
9589,277800.0
9590,84100.0
9591,145500.0
9592,114500.0
9593,167900.0
9594,146200.0
9595,313600.0
9596,173900.0
9597,94600.0
9598,422200.0
9599,500001.0
9600,254900.0
9601,405900.0
9602,161600.0
9603,85800.0
9604,139400.0
9605,292200.0
9606,348700.0
9607,318300.0
9608,211000.0
9609,176900.0
9610,220100.0
9611,367400.0
9612,123500.0
9613,375400.0
9614,150000.0
9615,113900.0
9616,54100.0
9617,275000.0
9618,156200.0
9619,225000.0
9620,376600.0
9621,195600.0
9622,168100.0
9623,182300.0
9624,187500.0
9625,55000.0
9626,223200.0
9627,180900.0
9628,207000.0
9629,137600.0
9630,220700.0
9631,324400.0
9632,71700.0
9633,161700.0
9634,244800.0
9635,182400.0
9636,500001.0
9637,413000.0
9638,183100.0
9639,146000.0
9640,177800.0
9641,315500.0
9642,222900.0
9643,208300.0
9644,202900.0
9645,500001.0
9646,241600.0
9647,164800.0
9648,226300.0
9649,40400.0
9650,120800.0
9651,234600.0
9652,223200.0
9653,141000.0
9654,213100.0
9655,168000.0
9656,65000.0
9657,102700.0
9658,253600.0
9659,244400.0
9660,167600.0
9661,396900.0
9662,202600.0
9663,55800.0
9664,111300.0
9665,225000.0
9666,175300.0
9667,367600.0
9668,138200.0
9669,67000.0
9670,310000.0
9671,188600.0
9672,239000.0
9673,453700.0
9674,347600.0
9675,59800.0
9676,176100.0
9677,233700.0
9678,128400.0
9679,84400.0
9680,146400.0
9681,157100.0
9682,500001.0
9683,153000.0
9684,147800.0
9685,116900.0
9686,119100.0
9687,99300.0
9688,167000.0
9689,264100.0
9690,206300.0
9691,94500.0
9692,135100.0
9693,99600.0
9694,164100.0
9695,120000.0
9696,197300.0
9697,76000.0
9698,199200.0
9699,154800.0
9700,474300.0
9701,295900.0
9702,164600.0
9703,369200.0
9704,52600.0
9705,178800.0
9706,143800.0
9707,230600.0
9708,176100.0
9709,346200.0
9710,419000.0
9711,281600.0
9712,192500.0
9713,125000.0
9714,187500.0
9715,187700.0
9716,187100.0
9717,112500.0
9718,237400.0
9719,68200.0
9720,212500.0
9721,152200.0
9722,132400.0
9723,158600.0
9724,84200.0
9725,248400.0
9726,242900.0
9727,147800.0
9728,151600.0
9729,92800.0
9730,219200.0
9731,211100.0
9732,158300.0
9733,142200.0
9734,122200.0
9735,53000.0
9736,206000.0
9737,177500.0
9738,170600.0
9739,205900.0
9740,451400.0
9741,355100.0
9742,126300.0
9743,92600.0
9744,148800.0
9745,235600.0
9746,282100.0
9747,81300.0
9748,209800.0
9749,359900.0
9750,52500.0
9751,164600.0
9752,128100.0
9753,500001.0
9754,262900.0
9755,297300.0
9756,75600.0
9757,173700.0
9758,224200.0
9759,362500.0
9760,179800.0
9761,170000.0
9762,211700.0
9763,196500.0
9764,113700.0
9765,67900.0
9766,187200.0
9767,195000.0
9768,500001.0
9769,204300.0
9770,151900.0
9771,185100.0
9772,313000.0
9773,256300.0
9774,323900.0
9775,207500.0
9776,192200.0
9777,166100.0
9778,173300.0
9779,400000.0
9780,276600.0
9781,232700.0
9782,140600.0
9783,139300.0
9784,193800.0
9785,60600.0
9786,309900.0
9787,74400.0
9788,86300.0
9789,137500.0
9790,220000.0
9791,147200.0
9792,92900.0
9793,412500.0
9794,500001.0
9795,275700.0
9796,103800.0
9797,216700.0
9798,158500.0
9799,287100.0
9800,345500.0
9801,158000.0
9802,180000.0
9803,107300.0
9804,164400.0
9805,162500.0
9806,131600.0
9807,237500.0
9808,500001.0
9809,294800.0
9810,158900.0
9811,99100.0
9812,212500.0
9813,99100.0
9814,65600.0
9815,335000.0
9816,154300.0
9817,339000.0
9818,202700.0
9819,289300.0
9820,218800.0
9821,500001.0
9822,55500.0
9823,266200.0
9824,350000.0
9825,60900.0
9826,61100.0
9827,61700.0
9828,326100.0
9829,163900.0
9830,166700.0
9831,303700.0
9832,251300.0
9833,158500.0
9834,173100.0
9835,90600.0
9836,131000.0
9837,101300.0
9838,98000.0
9839,100000.0
9840,93300.0
9841,184600.0
9842,350000.0
9843,77500.0
9844,174400.0
9845,121900.0
9846,109700.0
9847,152400.0
9848,189200.0
9849,181300.0
9850,119400.0
9851,131600.0
9852,65800.0
9853,101500.0
9854,79200.0
9855,232500.0
9856,162700.0
9857,84600.0
9858,261100.0
9859,365900.0
9860,226400.0
9861,342200.0
9862,190000.0
9863,87500.0
9864,213300.0
9865,195000.0
9866,161800.0
9867,67800.0
9868,216600.0
9869,57500.0
9870,341200.0
9871,277600.0
9872,122200.0
9873,140500.0
9874,99400.0
9875,123700.0
9876,112100.0
9877,274300.0
9878,361600.0
9879,175900.0
9880,462200.0
9881,167800.0
9882,350900.0
9883,183300.0
9884,92700.0
9885,53200.0
9886,62500.0
9887,300300.0
9888,286200.0
9889,170800.0
9890,495500.0
9891,69400.0
9892,120100.0
9893,434700.0
9894,177300.0
9895,500001.0
9896,71500.0
9897,205500.0
9898,266400.0
9899,179500.0
9900,130000.0
9901,180400.0
9902,158300.0
9903,201600.0
9904,145000.0
9905,98100.0
9906,124700.0
9907,191800.0
9908,129700.0
9909,500001.0
9910,86800.0
9911,365700.0
9912,500001.0
9913,90500.0
9914,119700.0
9915,151700.0
9916,118800.0
9917,205000.0
9918,94200.0
9919,203300.0
9920,136600.0
9921,128100.0
9922,181600.0
9923,72100.0
9924,264600.0
9925,141700.0
9926,275000.0
9927,353600.0
9928,195500.0
9929,363800.0
9930,326600.0
9931,110600.0
9932,114600.0
9933,451400.0
9934,55000.0
9935,181700.0
9936,332600.0
9937,120100.0
9938,60800.0
9939,141800.0
9940,183000.0
9941,270400.0
9942,283000.0
9943,166700.0
9944,81600.0
9945,215600.0
9946,111800.0
9947,129200.0
9948,500001.0
9949,181300.0
9950,254300.0
9951,58300.0
9952,63000.0
9953,275000.0
9954,173200.0
9955,132400.0
9956,500001.0
9957,34600.0
9958,191700.0
9959,62800.0
9960,185100.0
9961,125700.0
9962,191900.0
9963,156900.0
9964,440100.0
9965,117800.0
9966,111400.0
9967,341300.0
9968,90000.0
9969,412500.0
9970,214500.0
9971,159100.0
9972,500001.0
9973,78300.0
9974,72800.0
9975,262200.0
9976,102600.0
9977,500001.0
9978,119200.0
9979,167200.0
9980,480100.0
9981,65700.0
9982,222200.0
9983,500001.0
9984,133700.0
9985,225000.0
9986,139500.0
9987,101800.0
9988,500001.0
9989,156600.0
9990,118900.0
9991,350000.0
9992,188300.0
9993,177700.0
9994,183500.0
9995,134500.0
9996,90600.0
9997,113200.0
9998,219700.0
9999,170000.0
10000,186200.0
10001,223300.0
10002,275000.0
10003,344900.0
10004,254700.0
10005,130900.0
10006,172700.0
10007,269800.0
10008,224600.0
10009,94200.0
10010,55100.0
10011,264700.0
10012,158700.0
10013,179100.0
10014,187500.0
10015,90400.0
10016,166300.0
10017,158900.0
10018,129900.0
10019,101100.0
10020,89400.0
10021,137500.0
10022,303600.0
10023,91900.0
10024,155100.0
10025,221000.0
10026,172400.0
10027,164300.0
10028,282500.0
10029,236200.0
10030,133000.0
10031,348300.0
10032,163400.0
10033,269300.0
10034,52300.0
10035,96400.0
10036,49000.0
10037,314800.0
10038,195500.0
10039,126700.0
10040,230800.0
10041,281800.0
10042,261100.0
10043,174000.0
10044,92000.0
10045,440900.0
10046,361700.0
10047,53400.0
10048,164300.0
10049,166800.0
10050,174100.0
10051,202300.0
10052,62900.0
10053,153300.0
10054,63300.0
10055,136400.0
10056,140800.0
10057,220000.0
10058,67000.0
10059,161200.0
10060,337400.0
10061,67500.0
10062,271400.0
10063,195500.0
10064,109300.0
10065,220800.0
10066,85000.0
10067,323500.0
10068,283700.0
10069,237300.0
10070,500001.0
10071,231400.0
10072,187000.0
10073,131300.0
10074,164400.0
10075,81400.0
10076,86100.0
10077,187500.0
10078,207100.0
10079,92700.0
10080,223000.0
10081,50800.0
10082,160000.0
10083,500001.0
10084,93400.0
10085,250000.0
10086,241000.0
10087,72500.0
10088,152000.0
10089,256000.0
10090,87200.0
10091,43300.0
10092,500001.0
10093,228500.0
10094,271000.0
10095,192300.0
10096,170000.0
10097,340100.0
10098,59400.0
10099,306300.0
10100,231900.0
10101,105400.0
10102,177100.0
10103,146800.0
10104,134700.0
10105,351200.0
10106,144100.0
10107,113400.0
10108,151800.0
10109,287500.0
10110,275700.0
10111,95000.0
10112,274200.0
10113,193900.0
10114,159800.0
10115,166300.0
10116,350000.0
10117,337900.0
10118,107000.0
10119,181100.0
10120,148300.0
10121,252200.0
10122,366700.0
10123,500001.0
10124,216800.0
10125,190000.0
10126,116400.0
10127,328900.0
10128,214600.0
10129,500001.0
10130,332800.0
10131,264900.0
10132,288200.0
10133,216700.0
10134,275800.0
10135,58100.0
10136,165000.0
10137,171900.0
10138,294500.0
10139,332100.0
10140,150000.0
10141,159400.0
10142,150500.0
10143,89500.0
10144,112500.0
10145,335600.0
10146,168200.0
10147,141700.0
10148,82700.0
10149,185800.0
10150,96300.0
10151,378000.0
10152,271400.0
10153,276100.0
10154,69900.0
10155,154800.0
10156,258300.0
10157,71800.0
10158,89700.0
10159,137500.0
10160,94200.0
10161,170600.0
10162,391900.0
10163,261800.0
10164,162500.0
10165,123800.0
10166,143800.0
10167,85900.0
10168,336900.0
10169,124700.0
10170,174400.0
10171,92200.0
10172,89600.0
10173,158300.0
10174,500001.0
10175,163100.0
10176,51600.0
10177,216500.0
10178,164200.0
10179,135200.0
10180,185200.0
10181,450000.0
10182,186900.0
10183,156800.0
10184,500001.0
10185,93800.0
10186,112500.0
10187,152500.0
10188,341700.0
10189,247300.0
10190,341800.0
10191,193800.0
10192,196600.0
10193,92500.0
10194,303100.0
10195,228100.0
10196,200000.0
10197,106300.0
10198,48800.0
10199,123500.0
10200,178500.0
10201,146400.0
10202,83000.0
10203,190800.0
10204,290500.0
10205,500001.0
10206,274500.0
10207,86400.0
10208,91800.0
10209,500001.0
10210,88300.0
10211,418800.0
10212,350000.0
10213,390100.0
10214,193700.0
10215,271400.0
10216,154600.0
10217,344600.0
10218,143200.0
10219,268200.0
10220,316000.0
10221,286100.0
10222,110000.0
10223,370000.0
10224,352400.0
10225,195600.0
10226,101400.0
10227,255500.0
10228,312500.0
10229,161400.0
10230,198100.0
10231,67700.0
10232,145500.0
10233,376900.0
10234,259700.0
10235,113400.0
10236,298900.0
10237,275000.0
10238,254700.0
10239,302100.0
10240,131000.0
10241,192800.0
10242,230800.0
10243,225000.0
10244,150100.0
10245,81600.0
10246,61500.0
10247,319900.0
10248,342200.0
10249,198600.0
10250,250000.0
10251,427600.0
10252,49100.0
10253,231700.0
10254,250200.0
10255,123200.0
10256,133900.0
10257,442900.0
10258,350000.0
10259,91900.0
10260,192600.0
10261,244800.0
10262,500000.0
10263,321600.0
10264,71200.0
10265,82800.0
10266,136800.0
10267,165100.0
10268,43800.0
10269,112500.0
10270,165000.0
10271,151500.0
10272,97500.0
10273,270800.0
10274,87500.0
10275,341100.0
10276,125000.0
10277,243900.0
10278,231400.0
10279,293900.0
10280,166700.0
10281,239900.0
10282,184600.0
10283,169000.0
10284,163100.0
10285,417900.0
10286,150200.0
10287,246700.0
10288,225000.0
10289,244600.0
10290,221900.0
10291,123200.0
10292,352100.0
10293,371000.0
10294,86600.0
10295,182800.0
10296,124800.0
10297,197000.0
10298,368000.0
10299,375000.0
10300,175800.0
10301,65700.0
10302,118800.0
10303,194400.0
10304,494400.0
10305,73400.0
10306,233000.0
10307,180100.0
10308,111400.0
10309,143400.0
10310,93200.0
10311,128900.0
10312,63300.0
10313,500001.0
10314,185000.0
10315,68000.0
10316,58100.0
10317,241200.0
10318,100000.0
10319,104200.0
10320,226900.0
10321,85500.0
10322,437400.0
10323,237500.0
10324,219000.0
10325,267700.0
10326,87200.0
10327,263800.0
10328,190900.0
10329,223900.0
10330,95100.0
10331,82800.0
10332,48300.0
10333,327900.0
10334,59600.0
10335,42500.0
10336,108800.0
10337,75000.0
10338,280000.0
10339,460100.0
10340,164000.0
10341,74800.0
10342,146300.0
10343,129800.0
10344,105000.0
10345,168300.0
10346,314900.0
10347,137500.0
10348,250200.0
10349,164600.0
10350,118500.0
10351,382200.0
10352,299400.0
10353,111100.0
10354,115100.0
10355,360200.0
10356,450000.0
10357,483600.0
10358,217100.0
10359,220800.0
10360,209900.0
10361,163200.0
10362,162500.0
10363,93800.0
10364,137500.0
10365,245400.0
10366,133700.0
10367,166700.0
10368,356000.0
10369,177500.0
10370,373600.0
10371,162500.0
10372,288200.0
10373,136100.0
10374,198500.0
10375,346100.0
10376,125000.0
10377,500001.0
10378,87500.0
10379,150000.0
10380,500001.0
10381,195100.0
10382,83900.0
10383,500001.0
10384,103600.0
10385,157700.0
10386,500001.0
10387,300000.0
10388,500001.0
10389,64300.0
10390,358500.0
10391,83200.0
10392,175700.0
10393,220600.0
10394,108600.0
10395,494700.0
10396,162500.0
10397,95600.0
10398,177600.0
10399,163600.0
10400,150400.0
10401,214500.0
10402,276200.0
10403,296000.0
10404,194100.0
10405,212900.0
10406,87800.0
10407,228900.0
10408,276300.0
10409,302200.0
10410,266400.0
10411,105100.0
10412,124100.0
10413,148000.0
10414,63500.0
10415,79800.0
10416,320200.0
10417,500001.0
10418,298400.0
10419,227500.0
10420,90500.0
10421,142900.0
10422,179700.0
10423,498800.0
10424,260100.0
10425,411800.0
10426,378600.0
10427,216500.0
10428,225800.0
10429,116400.0
10430,163400.0
10431,260900.0
10432,82100.0
10433,118500.0
10434,143100.0
10435,194000.0
10436,87500.0
10437,324700.0
10438,218500.0
10439,308300.0
10440,92800.0
10441,277300.0
10442,110700.0
10443,80600.0
10444,177300.0
10445,179500.0
10446,306800.0
10447,360700.0
10448,404800.0
10449,333300.0
10450,151700.0
10451,170800.0
10452,93400.0
10453,239100.0
10454,300000.0
10455,62700.0
10456,182100.0
10457,167900.0
10458,369700.0
10459,74700.0
10460,58000.0
10461,120700.0
10462,273100.0
10463,114100.0
10464,175000.0
10465,89500.0
10466,144500.0
10467,217300.0
10468,150800.0
10469,336900.0
10470,97200.0
10471,225000.0
10472,109500.0
10473,139100.0
10474,81800.0
10475,75000.0
10476,185600.0
10477,137300.0
10478,164500.0
10479,126000.0
10480,85100.0
10481,250000.0
10482,245500.0
10483,168900.0
10484,216700.0
10485,166700.0
10486,120700.0
10487,127600.0
10488,187500.0
10489,381800.0
10490,273300.0
10491,154400.0
10492,338700.0
10493,14999.0
10494,207000.0
10495,321600.0
10496,73000.0
10497,100000.0
10498,355900.0
10499,153500.0
10500,91300.0
10501,194000.0
10502,220100.0
10503,165600.0
10504,88800.0
10505,198400.0
10506,344500.0
10507,84600.0
10508,500001.0
10509,86900.0
10510,153000.0
10511,283600.0
10512,71000.0
10513,136200.0
10514,57400.0
10515,122900.0
10516,172700.0
10517,279400.0
10518,196900.0
10519,115400.0
10520,100800.0
10521,150000.0
10522,340400.0
10523,200000.0
10524,192000.0
10525,285000.0
10526,246900.0
10527,266700.0
10528,63700.0
10529,84300.0
10530,162000.0
10531,321600.0
10532,355800.0
10533,334900.0
10534,62500.0
10535,225000.0
10536,146900.0
10537,245600.0
10538,100800.0
10539,184400.0
10540,101700.0
10541,88200.0
10542,243800.0
10543,331300.0
10544,292900.0
10545,85000.0
10546,157700.0
10547,262100.0
10548,447400.0
10549,381900.0
10550,371800.0
10551,196600.0
10552,165000.0
10553,85500.0
10554,248000.0
10555,266100.0
10556,154200.0
10557,206300.0
10558,500001.0
10559,160300.0
10560,137200.0
10561,209800.0
10562,108300.0
10563,258300.0
10564,60700.0
10565,250000.0
10566,251400.0
10567,27500.0
10568,182100.0
10569,61200.0
10570,178600.0
10571,299100.0
10572,110600.0
10573,416300.0
10574,211000.0
10575,234800.0
10576,255600.0
10577,87500.0
10578,500001.0
10579,126000.0
10580,83300.0
10581,247200.0
10582,48600.0
10583,157300.0
10584,148300.0
10585,156500.0
10586,274300.0
10587,166400.0
10588,220100.0
10589,130000.0
10590,344800.0
10591,227900.0
10592,259300.0
10593,264300.0
10594,82000.0
10595,102300.0
10596,96200.0
10597,169300.0
10598,176100.0
10599,444500.0
10600,107900.0
10601,69400.0
10602,445200.0
10603,213800.0
10604,422400.0
10605,87500.0
10606,128600.0
10607,203400.0
10608,92500.0
10609,133900.0
10610,87500.0
10611,118800.0
10612,500001.0
10613,73000.0
10614,261000.0
10615,238000.0
10616,133600.0
10617,61200.0
10618,187500.0
10619,154100.0
10620,227800.0
10621,275000.0
10622,252100.0
10623,131300.0
10624,86500.0
10625,500001.0
10626,387700.0
10627,143200.0
10628,146400.0
10629,243400.0
10630,172400.0
10631,241700.0
10632,226200.0
10633,323700.0
10634,50500.0
10635,225000.0
10636,131600.0
10637,433300.0
10638,350600.0
10639,193500.0
10640,166100.0
10641,267400.0
10642,157500.0
10643,293200.0
10644,339400.0
10645,325000.0
10646,93300.0
10647,134700.0
10648,137500.0
10649,231500.0
10650,55800.0
10651,231400.0
10652,162000.0
10653,327300.0
10654,161700.0
10655,145200.0
10656,137200.0
10657,135000.0
10658,239100.0
10659,152500.0
10660,121300.0
10661,202200.0
10662,125000.0
10663,194300.0
10664,54700.0
10665,100000.0
10666,114500.0
10667,122200.0
10668,103000.0
10669,269600.0
10670,88600.0
10671,168100.0
10672,278800.0
10673,500001.0
10674,268800.0
10675,248100.0
10676,337500.0
10677,140800.0
10678,215800.0
10679,125500.0
10680,232100.0
10681,387800.0
10682,203400.0
10683,72700.0
10684,143400.0
