,0
4870,14741
4871,7575
4872,14729
4873,10901
4874,300
4875,10112
4876,7973
4877,16327
4878,19613
4879,1186
4880,17562
4881,16628
4882,11229
4883,3764
4884,16232
4885,8828
4886,11896
4887,10748
4888,18714
4889,6147
4890,15057
4891,5211
4892,1023
4893,5010
4894,4585
4895,15728
4896,10362
4897,17776
4898,1348
4899,1984
4900,1763
4901,13150
4902,7407
4903,11369
4904,1354
4905,18312
4906,14003
4907,10777
4908,14137
4909,11741
4910,7517
4911,16079
4912,1429
4913,12595
4914,7507
4915,4627
4916,9112
4917,476
4918,12579
4919,13033
4920,6629
4921,16472
4922,13043
4923,9334
4924,19066
4925,8553
4926,12907
4927,8325
4928,9630
4929,17068
4930,3673
4931,8499
4932,14398
4933,9363
4934,18837
4935,14400
4936,7496
4937,14125
4938,10719
4939,14220
4940,8806
4941,8276
4942,15971
4943,14866
4944,8379
4945,4490
4946,4681
4947,20167
4948,15537
4949,9787
4950,16886
4951,17833
4952,20138
4953,1663
4954,1331
4955,17025
4956,13221
4957,16659
4958,11383
4959,20183
4960,20096
4961,7106
4962,11959
4963,3514
4964,7868
4965,13239
4966,6367
4967,11548
4968,12420
4969,11460
4970,13614
4971,14313
4972,2598
4973,10614
4974,10797
4975,18508
4976,6924
4977,13280
4978,2208
4979,3192
4980,20596
4981,3769
4982,2011
4983,8206
4984,7733
4985,888
4986,8326
4987,6833
4988,18852
4989,13957
4990,20200
4991,20277
4992,1179
4993,17659
4994,15715
4995,2972
4996,9222
4997,18715
4998,15118
4999,6114
5000,7787
5001,18066
5002,7860
5003,11103
5004,18067
5005,11252
5006,11072
5007,12636
5008,9617
5009,6667
5010,5413
5011,8635
5012,6516
5013,13240
5014,2041
5015,20055
5016,12849
5017,7406
5018,17616
5019,2047
5020,12706
5021,12529
5022,11890
5023,8669
5024,7600
5025,198
5026,20087
5027,18703
5028,20215
5029,9087
5030,1258
5031,17750
5032,15601
5033,208
5034,15192
5035,202
5036,1162
5037,11593
5038,6372
5039,3422
5040,3512
5041,4495
5042,7937
5043,18862
5044,11384
5045,6206
5046,7599
5047,15021
5048,7971
5049,7033
5050,15782
5051,5186
5052,9588
5053,3242
5054,10228
5055,1603
5056,14747
5057,12250
5058,8830
5059,7719
5060,5582
5061,2943
5062,17954
5063,2312
5064,14443
5065,3993
5066,13180
5067,7284
5068,3915
5069,20331
5070,11594
5071,2956
5072,3894
5073,20354
5074,6867
5075,2601
5076,1674
5077,222
5078,17113
5079,6668
5080,17235
5081,583
5082,5573
5083,18859
5084,13075
5085,11849
5086,19983
5087,1210
5088,17671
5089,12862
5090,2783
5091,4305
5092,1967
5093,12499
5094,4726
5095,3226
5096,15266
5097,10461
5098,10312
5099,18876
5100,6402
5101,2251
5102,7533
5103,2639
5104,16697
5105,7643
5106,2268
5107,15697
5108,8271
5109,7856
5110,9110
5111,9482
5112,5418
5113,15153
5114,1534
5115,1633
5116,16911
5117,11860
5118,17800
5119,12412
5120,14973
5121,8586
5122,4719
5123,999
5124,17888
5125,12247
5126,540
5127,13622
5128,14322
5129,1873
5130,8011
5131,17593
5132,8731
5133,18951
5134,18989
5135,4730
5136,17706
5137,17932
5138,20062
5139,6918
5140,13793
5141,17876
5142,19791
5143,10459
5144,16298
5145,1294
5146,2698
5147,2556
5148,18335
5149,11315
5150,13317
5151,12385
5152,2533
5153,11785
5154,5002
5155,14589
5156,14659
5157,5327
5158,18712
5159,13047
5160,19289
5161,18173
5162,18752
5163,4444
5164,13549
5165,14754
5166,11686
5167,13688
5168,18641
5169,15023
5170,3122
5171,12911
5172,783
5173,4433
5174,513
5175,17338
5176,5696
5177,7771
5178,9084
5179,15469
5180,429
5181,10350
5182,2172
5183,5557
5184,16465
5185,19267
5186,1248
5187,4012
5188,1151
5189,8286
5190,1038
5191,8686
5192,5201
5193,11211
5194,14150
5195,18094
5196,3243
5197,9499
5198,19122
5199,19013
5200,12750
5201,9475
5202,463
5203,34
5204,250
5205,13269
5206,7514
5207,5765
5208,19554
5209,8788
5210,14539
5211,16245
5212,4222
5213,2627
5214,9408
5215,5741
5216,16457
5217,6208
5218,6387
5219,5919
5220,4666
5221,19794
5222,17410
5223,1465
5224,20056
5225,2369
5226,10757
5227,13173
5228,3716
5229,4517
5230,10392
5231,17804
5232,8745
5233,5938
5234,16920
5235,5060
5236,11408
5237,16848
5238,8755
5239,3070
5240,17835
5241,6962
5242,15557
5243,13246
5244,3186
5245,17293
5246,10170
5247,6455
5248,1944
5249,17500
5250,17873
5251,5626
5252,814
5253,11939
5254,7996
5255,4074
5256,19193
5257,8064
5258,848
5259,7078
5260,3862
5261,13040
5262,16987
5263,16089
5264,8187
5265,17634
5266,4797
5267,12366
5268,12339
5269,5447
5270,17921
5271,9241
5272,8709
5273,12068
5274,2206
5275,12444
5276,2495
5277,15855
5278,16888
5279,2430
5280,722
5281,20181
5282,6103
5283,2542
5284,12280
5285,14452
5286,6578
5287,14639
5288,15280
5289,6559
5290,9931
5291,14276
5292,17018
5293,20211
5294,270
5295,8935
5296,6787
5297,5699
5298,17027
5299,15269
5300,7101
5301,7691
5302,10497
5303,2082
5304,17245
5305,8189
5306,10789
5307,16745
5308,791
5309,5592
5310,2650
5311,7242
5312,10823
5313,15917
5314,19818
5315,14827
5316,10687
5317,14250
5318,2124
5319,2632
5320,13235
5321,12540
5322,6253
5323,14981
5324,17913
5325,5760
5326,2189
5327,8394
5328,3461
5329,14557
5330,8368
5331,9940
5332,19654
5333,18441
5334,13879
5335,7115
5336,17273
5337,6344
5338,13596
5339,7220
5340,10654
5341,6236
5342,13635
5343,7621
5344,19943
5345,16673
5346,5445
5347,19042
5348,10472
5349,1434
5350,17416
5351,2185
5352,16504
5353,19236
5354,13411
5355,8771
5356,10833
5357,6783
5358,18362
5359,2757
5360,15096
5361,2438
5362,683
5363,19725
5364,19101
5365,20114
5366,14545
5367,1073
5368,981
5369,4579
5370,2799
5371,105
5372,1986
5373,1665
5374,18670
5375,10981
5376,14317
5377,9692
5378,5523
5379,13029
5380,11004
5381,2911
5382,8338
5383,10087
5384,7625
5385,4442
5386,3506
5387,11412
5388,6327
5389,7347
5390,1273
5391,17895
5392,9631
5393,16736
5394,10912
5395,7905
5396,6153
5397,10608
5398,14241
5399,9771
5400,18503
5401,15946
5402,8081
5403,20548
5404,11537
5405,17082
5406,3042
5407,10515
5408,151
5409,18346
5410,17297
5411,8078
5412,11841
5413,19596
5414,10493
5415,11734
5416,1269
5417,7450
5418,20251
5419,9411
5420,3541
5421,17963
5422,20136
5423,2574
5424,1001
5425,11110
5426,1858
5427,19002
5428,7965
5429,2188
5430,1189
5431,15257
5432,15056
5433,1588
5434,5129
5435,15358
5436,7426
5437,8582
5438,1567
5439,20214
5440,8138
5441,19861
5442,15667
5443,11306
5444,20312
5445,846
5446,9534
5447,15345
5448,229
5449,10838
5450,6882
5451,11341
5452,1790
5453,10847
5454,8920
5455,17657
5456,11410
5457,17051
5458,5159
5459,15429
5460,20314
5461,14626
5462,8235
5463,14136
5464,1124
5465,19266
5466,7885
5467,11983
5468,8548
5469,10616
5470,14749
5471,15618
5472,8226
5473,16499
5474,19444
5475,3049
5476,2690
5477,10604
5478,8567
5479,19276
5480,13268
5481,6262
5482,13090
5483,4594
5484,4865
5485,11475
5486,3717
5487,10059
5488,309
5489,12128
5490,1333
5491,3732
5492,13166
5493,10027
5494,9313
5495,12208
5496,5171
5497,16999
5498,9005
5499,5635
5500,12921
5501,6037
5502,8408
5503,7393
5504,11420
5505,5073
5506,11520
5507,582
5508,13980
5509,16234
5510,103
5511,5949
5512,16978
5513,8337
5514,19116
5515,13342
5516,12328
5517,17444
5518,19105
5519,8864
5520,11085
5521,14157
5522,8882
5523,7567
5524,12237
5525,14785
5526,18319
5527,13685
5528,4903
5529,9757
5530,4566
5531,16484
5532,19718
5533,11984
5534,6452
5535,7844
5536,11379
5537,18182
5538,1013
5539,20117
5540,4187
5541,16095
5542,20144
5543,10868
5544,19156
5545,18517
5546,20273
5547,15179
5548,18730
5549,18280
5550,16221
5551,10335
5552,10317
5553,6903
5554,12981
5555,12742
5556,933
5557,5495
5558,2013
5559,17449
5560,5158
5561,3435
5562,17349
5563,5951
5564,20616
5565,12718
5566,14923
5567,10053
5568,19807
5569,16557
5570,15813
5571,498
5572,17647
5573,5019
5574,7561
5575,623
5576,3345
5577,9350
5578,3624
5579,155
5580,14355
5581,15450
5582,4883
5583,3364
5584,2149
5585,8978
5586,1634
5587,3977
5588,3295
5589,10013
5590,6311
5591,12157
5592,15510
5593,438
5594,4580
5595,8013
5596,14985
5597,9899
5598,12524
5599,605
5600,4868
5601,1807
5602,11584
5603,18294
5604,4218
5605,20036
5606,10414
5607,11269
5608,15348
5609,13545
5610,16467
5611,20509
5612,2778
5613,5722
5614,3531
5615,6864
5616,7021
5617,400
5618,3352
5619,19569
5620,19676
5621,18613
5622,16645
5623,1467
5624,4058
5625,18709
5626,10029
5627,1506
5628,10353
5629,1334
5630,3758
5631,17915
5632,11829
5633,12133
5634,6614
5635,13864
5636,19829
5637,20547
5638,13833
5639,16248
5640,1959
5641,8964
5642,9361
5643,9114
5644,1058
5645,8718
5646,18691
5647,10500
5648,11263
5649,14948
5650,20050
5651,12783
5652,13329
5653,1466
5654,13682
5655,133
5656,6309
5657,4676
5658,5554
5659,18449
5660,14878
5661,3573
5662,5215
5663,13455
5664,12784
5665,14781
5666,13743
5667,16959
5668,2944
5669,1626
5670,13430
5671,11059
5672,1604
5673,4482
5674,16477
5675,20100
5676,3221
5677,18820
5678,8754
5679,10470
5680,3585
5681,10276
5682,20067
5683,9941
5684,256
5685,7473
5686,18326
5687,15025
5688,4417
5689,4201
5690,2490
5691,688
5692,17196
5693,15088
5694,12681
5695,15346
5696,6927
5697,11296
5698,13920
5699,10596
5700,13759
5701,11417
5702,7302
5703,858
5704,13314
5705,18921
5706,2448
5707,2460
5708,3555
5709,18453
5710,19354
5711,7280
5712,1544
5713,4259
5714,8159
5715,18489
5716,16793
5717,12582
5718,12122
5719,16610
5720,4632
5721,6458
5722,14352
5723,8861
5724,486
5725,7509
5726,7688
5727,6608
5728,18842
5729,2524
5730,14944
5731,9812
5732,15886
5733,18935
5734,14820
5735,16488
5736,12838
5737,17186
5738,7177
5739,12297
5740,17822
5741,10923
5742,6288
5743,17162
5744,1451
5745,11934
5746,5632
5747,7753
5748,19017
5749,798
5750,6102
5751,2086
5752,4296
5753,1866
5754,18997
5755,10626
5756,18565
5757,8037
5758,5957
5759,20518
5760,10904
5761,9524
5762,8121
5763,17859
5764,46
5765,5648
5766,3289
5767,5549
5768,12967
5769,14342
5770,14837
5771,6338
5772,9365
5773,8484
5774,8141
5775,15095
5776,17285
5777,14191
5778,8336
5779,13896
5780,3874
5781,3259
5782,17125
5783,18286
5784,2828
5785,17033
5786,6971
5787,4476
5788,219
5789,15159
5790,16879
5791,19229
5792,16193
5793,19251
5794,8700
5795,9956
5796,4920
5797,3046
5798,6393
5799,5688
5800,18225
5801,14473
5802,4098
5803,9151
5804,15819
5805,5687
5806,11220
5807,5526
5808,10684
5809,10643
5810,8491
5811,2986
5812,15219
5813,8564
5814,6137
5815,14496
5816,4581
5817,3350
5818,20250
5819,13352
5820,13115
5821,3130
5822,7872
5823,15011
5824,9905
5825,11014
5826,4486
5827,20188
5828,10791
5829,774
5830,1217
5831,294
5832,2506
5833,18780
5834,19375
5835,18902
5836,19082
5837,1387
5838,1303
5839,13128
5840,16653
5841,10873
5842,12504
5843,19808
5844,9834
5845,2959
5846,1196
5847,3343
5848,10323
5849,16266
5850,16685
5851,14253
5852,2052
5853,15540
5854,9097
5855,17506
5856,4175
5857,1222
5858,18835
5859,11492
5860,14102
5861,4236
5862,7633
5863,6915
5864,18383
5865,2550
5866,13187
5867,11534
5868,11336
5869,5292
5870,12528
5871,9691
5872,13703
5873,9184
5874,15573
5875,12369
5876,20466
5877,20591
5878,6769
5879,12473
5880,2078
5881,17138
5882,1800
5883,3415
5884,7462
5885,11207
5886,4988
5887,9439
5888,8414
5889,5172
5890,5766
5891,8343
5892,7668
5893,7911
5894,2936
5895,14314
5896,6366
5897,11219
5898,12233
5899,1890
5900,18903
5901,1062
5902,19694
5903,1746
5904,9788
5905,17857
5906,12827
5907,9032
5908,17674
5909,18156
5910,697
5911,14674
5912,6432
5913,4713
5914,10386
5915,7158
5916,6835
5917,19203
5918,9250
5919,13979
5920,13874
5921,6543
5922,19290
5923,13708
5924,11987
5925,528
5926,10440
5927,15253
5928,13660
5929,3834
5930,16349
5931,200
5932,18207
5933,8703
5934,18093
5935,7401
5936,11490
5937,15968
5938,15609
5939,15283
5940,1293
5941,499
5942,15419
5943,16672
5944,13346
5945,4087
5946,1725
5947,19400
5948,17425
5949,10207
5950,10436
5951,15846
5952,4519
5953,7988
5954,11851
5955,16883
5956,17789
5957,10796
5958,5401
5959,4891
5960,7013
5961,9116
5962,15542
5963,20528
5964,4041
5965,13237
5966,3477
5967,15645
5968,12629
5969,7226
5970,19582
5971,16220
5972,17584
5973,12571
5974,19008
5975,4957
5976,12290
5977,7659
5978,13547
5979,2500
5980,1413
5981,6832
5982,6305
5983,14746
5984,5319
5985,15882
5986,9571
5987,7991
5988,12899
5989,18373
5990,8373
5991,13529
5992,5146
5993,17511
5994,14844
5995,19035
5996,16093
5997,10174
5998,15008
5999,16993
6000,2701
6001,11664
6002,4718
6003,10599
6004,13926
6005,16241
6006,11898
6007,121
6008,349
6009,16333
6010,4597
6011,3733
6012,7341
6013,12353
6014,11809
6015,19562
6016,4497
6017,9388
6018,17524
6019,13594
6020,16589
6021,2517
6022,5279
6023,15572
6024,6947
6025,7139
6026,16018
6027,5489
6028,13720
6029,18828
6030,5337
6031,3654
6032,1881
6033,9492
6034,14935
6035,3910
6036,10752
6037,13946
6038,6865
6039,17642
6040,16642
6041,16437
6042,13355
6043,19595
6044,6725
6045,3336
6046,11678
6047,11153
6048,312
6049,15653
6050,3681
6051,15630
6052,4349
6053,17093
6054,14087
6055,6573
6056,14802
6057,14396
6058,790
6059,19339
6060,6656
6061,19119
6062,18404
6063,19810
6064,17551
6065,18564
6066,9671
6067,5561
6068,8102
6069,14070
6070,7330
6071,3526
6072,4496
6073,13307
6074,19956
6075,5477
6076,14633
6077,19218
6078,20091
6079,17964
6080,17829
6081,1850
6082,9041
6083,18258
6084,13609
6085,9809
6086,1882
6087,15157
6088,14724
6089,11566
6090,14984
6091,15252
6092,15649
6093,9192
6094,20412
6095,7392
6096,19963
6097,6062
6098,18947
6099,16197
6100,15524
6101,15991
6102,6752
6103,7068
6104,19238
6105,5837
6106,6339
6107,13054
6108,1760
6109,17760
6110,6052
6111,16468
6112,7730
6113,4066
6114,2435
6115,5925
6116,4616
6117,13500
6118,20089
6119,12914
6120,11141
6121,4746
6122,10395
6123,16990
6124,2969
6125,7813
6126,12917
6127,1909
6128,5863
6129,7953
6130,6369
6131,15883
6132,1245
6133,12520
6134,13899
6135,10171
6136,19376
6137,2921
6138,9646
6139,13347
6140,15384
6141,9194
6142,12625
6143,12377
6144,13186
6145,4400
6146,8309
6147,13475
6148,4016
6149,7918
6150,17911
6151,18434
6152,19109
6153,4015
6154,12091
6155,14474
6156,12430
6157,3278
6158,17768
6159,17472
6160,14411
6161,12356
6162,10213
6163,15296
6164,9851
6165,8178
6166,1848
6167,18041
6168,15616
6169,4350
6170,19192
6171,13811
6172,17916
6173,6837
6174,7278
6175,7138
6176,13010
6177,3236
6178,11905
6179,16689
6180,8303
6181,7644
6182,3383
6183,17081
6184,8294
6185,10984
6186,16463
6187,1100
6188,10740
6189,295
6190,1905
6191,10190
6192,16619
6193,10765
6194,13790
6195,16666
6196,5890
6197,9052
6198,8760
6199,8967
6200,16235
6201,7863
6202,13076
6203,10747
6204,14731
6205,16904
6206,7846
6207,9537
6208,18408
6209,14325
6210,7572
6211,8966
6212,8893
6213,15420
6214,19303
6215,10560
6216,1600
6217,17534
6218,15220
6219,1504
6220,16287
6221,1872
6222,6523
6223,18821
6224,4578
6225,8257
6226,12710
6227,7505
6228,1056
6229,757
6230,7260
6231,15273
6232,1216
6233,18897
6234,607
6235,11862
6236,13381
6237,14081
6238,15766
6239,20572
6240,7194
6241,2092
6242,18881
6243,8474
6244,7137
6245,3402
6246,5097
6247,6464
6248,19977
6249,16603
6250,881
6251,12083
6252,7423
6253,2241
6254,17050
6255,14930
6256,132
6257,5227
6258,11560
6259,12288
6260,4373
6261,13604
6262,2179
6263,17377
6264,9545
6265,20358
6266,1291
6267,13970
6268,5179
6269,19015
6270,18059
6271,16052
6272,20127
6273,8808
6274,12758
6275,6013
6276,4571
6277,10878
6278,1249
6279,5312
6280,17866
6281,9775
6282,11648
6283,6731
6284,14684
6285,17292
6286,15767
6287,19493
6288,910
6289,15193
6290,1579
6291,11795
6292,16975
6293,16166
6294,1017
6295,1810
6296,4461
6297,16855
6298,6041
6299,3742
6300,19298
6301,18047
6302,5597
6303,19955
6304,5017
6305,568
6306,12462
6307,3576
6308,2722
6309,17334
6310,18979
6311,9046
6312,14226
6313,1999
6314,3738
6315,1687
6316,15676
6317,1703
6318,18442
6319,10997
6320,11177
6321,4297
6322,9912
6323,9898
6324,14146
6325,18869
6326,17541
6327,17169
6328,11083
6329,17397
6330,13360
6331,141
6332,6618
6333,10850
6334,15545
6335,12138
6336,5128
6337,20139
6338,1577
6339,8521
6340,13962
6341,19663
6342,16020
6343,11583
6344,7337
6345,20212
6346,13275
6347,1099
6348,18513
6349,9705
6350,12196
6351,13074
6352,18256
6353,7997
6354,16381
6355,8930
6356,11262
6357,9213
6358,11501
6359,4281
6360,17897
6361,19785
6362,13996
6363,20112
6364,15771
6365,16139
6366,16331
6367,737
6368,3695
6369,6185
6370,19385
6371,20124
6372,15644
6373,5056
6374,13756
6375,7029
6376,8528
6377,16439
6378,13447
6379,14360
6380,13669
6381,2467
6382,15866
6383,10409
6384,19503
6385,19185
6386,2644
6387,18384
6388,3176
6389,19370
6390,15571
6391,18660
6392,12246
6393,43
6394,1759
6395,7474
6396,4600
6397,710
6398,7184
6399,10781
6400,10186
6401,8215
6402,8453
6403,17530
6404,3438
6405,18005
6406,11526
6407,16218
6408,16222
6409,7595
6410,11746
6411,8395
6412,17532
6413,1710
6414,5316
6415,2744
6416,14344
6417,15150
6418,1373
6419,4613
6420,7265
6421,3318
6422,9665
6423,16524
6424,5724
6425,7196
6426,9999
6427,2226
6428,1330
6429,7446
6430,17920
6431,5788
6432,12692
6433,9235
6434,7720
6435,9523
6436,17043
6437,18403
6438,11432
6439,11823
6440,3073
6441,6128
6442,18515
6443,11221
6444,18694
6445,18891
6446,2427
6447,4469
6448,13363
6449,1305
6450,20045
6451,5411
6452,17608
6453,12948
6454,17304
6455,19176
6456,18477
6457,8118
6458,3406
6459,17287
6460,10106
6461,845
6462,19199
6463,14995
6464,11853
6465,10496
6466,15258
6467,13091
6468,10547
6469,920
6470,2260
6471,18417
6472,20421
6473,11161
6474,7475
6475,11479
6476,17380
6477,17651
6478,16777
6479,19051
6480,6351
6481,12098
6482,6875
6483,8910
6484,20464
6485,13925
6486,18829
6487,1375
6488,15276
6489,14042
6490,14105
6491,10958
6492,4873
6493,6014
6494,14470
6495,19045
6496,9992
6497,11469
6498,17329
6499,16896
6500,4711
6501,10644
6502,3276
6503,16321
6504,18608
6505,485
6506,11778
6507,12060
6508,11054
6509,10969
6510,14605
6511,17333
6512,12925
6513,15765
6514,14206
6515,11376
6516,14008
6517,13644
6518,2716
6519,11504
6520,4047
6521,17340
6522,6100
6523,5697
6524,752
6525,2949
6526,5998
6527,7126
6528,16676
6529,1755
6530,17205
6531,20467
6532,3823
6533,10903
6534,17923
6535,8850
6536,13534
6537,291
6538,10429
6539,57
6540,8144
6541,3338
6542,6738
6543,16602
6544,5797
6545,10219
6546,9027
6547,18099
6548,8079
6549,9078
6550,14783
6551,18290
6552,13212
6553,10601
6554,12651
6555,7687
6556,17743
6557,19363
6558,16163
6559,19301
6560,9776
6561,14720
6562,5398
6563,7680
6564,9566
6565,4477
6566,3434
6567,9682
6568,11771
6569,4440
6570,9397
6571,743
6572,7191
6573,18223
6574,487
6575,9558
6576,2902
6577,20571
6578,10197
6579,20338
6580,6418
6581,3302
6582,12495
6583,5213
6584,15210
6585,13590
6586,3945
6587,13427
6588,11034
6589,2655
6590,14982
6591,8401
6592,12263
6593,589
6594,16733
6595,19197
6596,18398
6597,12085
6598,11428
6599,15501
6600,17473
6601,14365
6602,16014
6603,15321
6604,11133
6605,15633
6606,9176
6607,10182
6608,7418
6609,1861
6610,2849
6611,1990
6612,4060
6613,2361
6614,14960
6615,11788
6616,5720
6617,1971
6618,14941
6619,10624
6620,15314
6621,2315
6622,2973
6623,18796
6624,16851
6625,12079
6626,9548
6627,19085
6628,6919
6629,19743
6630,1424
6631,18586
6632,20079
6633,2284
6634,8738
6635,14275
6636,12881
6637,8068
6638,8531
6639,6860
6640,19585
6641,298
6642,1097
6643,10988
6644,895
6645,4449
6646,19510
6647,7823
6648,6921
6649,19790
6650,3825
6651,20403
6652,17638
6653,14962
6654,11374
6655,1281
6656,6115
6657,18977
6658,6872
6659,18581
6660,2387
6661,14735
6662,16135
6663,148
6664,15101
6665,15362
6666,8845
6667,1132
6668,190
6669,2469
6670,9737
6671,10017
6672,19772
6673,16345
6674,7650
6675,20498
6676,6658
6677,8837
6678,658
6679,8851
6680,19284
6681,11001
6682,9950
6683,19726
6684,9324
6685,10194
6686,8824
6687,2253
6688,14722
6689,16906
6690,14483
6691,18237
6692,7913
6693,5602
6694,13318
6695,7596
6696,13379
6697,186
6698,15499
6699,12147
6700,10148
6701,2009
6702,2825
6703,18501
6704,10158
6705,15575
6706,3199
6707,15838
6708,17176
6709,15074
6710,1181
6711,144
6712,8455
6713,14494
6714,6070
6715,7722
6716,16378
6717,19286
6718,20318
6719,14901
6720,5926
6721,13183
6722,5804
6723,14595
6724,18943
6725,7086
6726,1299
6727,7530
6728,5460
6729,7389
6730,11774
6731,13463
6732,861
6733,5552
6734,4221
6735,4088
6736,14162
6737,12543
6738,4919
6739,11366
6740,18545
6741,18520
6742,15565
6743,1183
6744,4437
6745,14195
6746,5958
6747,18199
6748,9470
6749,488
6750,2122
6751,8049
6752,12935
6753,2044
6754,13118
6755,9038
6756,13399
6757,3331
6758,14573
6759,9728
6760,11026
6761,7783
6762,3544
6763,4325
6764,17365
6765,13748
6766,16475
6767,3293
6768,15349
6769,10726
6770,3495
6771,9402
6772,2930
6773,11203
6774,4615
6775,18896
6776,16937
6777,1922
6778,17253
6779,14796
6780,15648
6781,2646
6782,12483
6783,19834
6784,15558
6785,14004
6786,1036
6787,6741
6788,20424
6789,2215
6790,6508
6791,7315
6792,17521
6793,20415
6794,4421
6795,19675
6796,9146
6797,12345
6798,5653
6799,4333
6800,10710
6801,6714
6802,17995
6803,19838
6804,1825
6805,5013
6806,3333
6807,5088
6808,5254
6809,3644
6810,13862
6811,16400
6812,1574
6813,15371
6814,15874
6815,17193
6816,15777
6817,17891
6818,15842
6819,6727
6820,12468
6821,7933
6822,2103
6823,8045
6824,14499
6825,1047
6826,16309
6827,14904
6828,14285
6829,19513
6830,2878
6831,14536
6832,15691
6833,4301
6834,17298
6835,8674
6836,5176
6837,5540
6838,16924
6839,16478
6840,9752
6841,13136
6842,13770
6843,4095
6844,11535
6845,8681
6846,3599
6847,504
6848,15776
6849,17751
6850,5280
6851,9727
6852,3395
6853,15260
6854,1906
6855,19164
6856,6118
6857,912
6858,3386
6859,4292
6860,19945
6861,14019
6862,9148
6863,1708
6864,6318
6865,7811
6866,12405
6867,18000
6868,12705
6869,5645
6870,12615
6871,16805
6872,8769
6873,17437
6874,3580
6875,288
6876,14889
6877,16560
6878,15041
6879,4546
6880,4363
6881,2801
6882,12211
6883,1530
6884,18787
6885,7367
6886,13119
6887,8831
6888,9161
6889,20223
6890,18962
6891,9736
6892,16542
6893,13678
6894,8875
6895,16819
6896,16296
6897,16641
6898,3642
6899,8735
6900,19687
6901,12707
6902,11740
6903,12348
6904,13460
6905,4840
6906,1200
6907,20404
6908,8925
6909,299
6910,162
6911,10917
6912,6249
6913,13656
6914,19341
6915,4024
6916,16002
6917,3170
6918,16240
6919,16269
6920,2409
6921,16328
6922,2664
6923,11484
6924,4475
6925,13335
6926,11617
6927,11799
6928,626
6929,15808
6930,1383
6931,11089
6932,15255
6933,18443
6934,12460
6935,6879
6936,10261
6937,5808
6938,14095
6939,17520
6940,3709
6941,479
6942,9090
6943,9922
6944,16283
6945,14582
6946,1939
6947,17435
6948,13015
6949,18551
6950,1488
6951,3870
6952,4805
6953,13983
6954,16754
6955,6304
6956,2892
6957,12980
6958,11833
6959,8450
6960,228
6961,4390
6962,17588
6963,20638
6964,10333
6965,5604
6966,11043
6967,4289
6968,19347
6969,10955
6970,19037
6971,14453
6972,2720
6973,828
6974,14794
6975,4707
6976,410
6977,56
6978,19603
6979,3923
6980,323
6981,5216
6982,10308
6983,14648
6984,13168
6985,10080
6986,197
6987,20261
6988,13434
6989,6836
6990,15135
6991,19678
6992,18473
6993,11932
6994,19811
6995,9697
6996,3052
6997,6895
6998,18113
6999,2689
7000,13848
7001,4605
7002,6470
7003,3486
7004,19961
7005,17723
7006,4884
7007,16027
7008,20231
7009,9059
7010,1806
7011,12024
7012,4739
7013,12254
7014,17729
7015,5726
7016,16567
7017,7752
7018,12387
7019,11494
7020,19031
7021,10895
7022,7877
7023,18495
7024,5084
7025,8776
7026,20419
7027,15351
7028,12984
7029,10413
7030,17481
7031,3315
7032,4879
7033,10081
7034,17867
7035,1500
7036,19874
7037,19519
7038,16683
7039,13615
7040,20618
7041,10812
7042,5057
7043,9048
7044,5417
7045,2773
7046,4673
7047,17044
7048,1699
7049,14789
7050,15889
7051,14468
7052,1212
7053,7906
7054,4647
7055,11368
7056,20613
7057,12630
7058,11874
7059,13083
7060,6010
7061,14969
7062,3922
7063,20349
7064,7706
7065,2040
7066,11182
7067,5153
7068,7669
7069,437
7070,16829
7071,17086
7072,18423
7073,3765
7074,12759
7075,5052
7076,4720
7077,1006
7078,9902
7079,14706
7080,3136
7081,17996
7082,12062
7083,5515
7084,17908
7085,7528
7086,17006
7087,9202
7088,8441
7089,5257
7090,4467
7091,12656
7092,19453
7093,15588
7094,2150
7095,38
7096,1627
7097,3997
7098,2695
7099,20007
7100,19846
7101,12503
7102,20218
7103,14888
7104,17120
7105,11403
7106,15966
7107,2153
7108,20380
7109,19425
7110,18468
7111,17830
7112,4320
7113,17755
7114,14608
7115,19069
7116,20355
7117,13921
7118,17376
7119,18224
7120,12274
7121,15754
7122,5596
7123,15415
7124,3351
7125,4459
7126,571
7127,6487
7128,955
7129,2046
7130,7108
7131,20627
7132,11837
7133,1244
7134,8320
7135,8772
7136,2267
7137,6943
7138,4969
7139,10043
7140,1205
7141,12970
7142,16575
7143,2683
7144,13936
7145,3266
7146,12080
7147,524
7148,9367
7149,13858
7150,17417
7151,15006
7152,6529
7153,1867
7154,16973
7155,18422
7156,4420
7157,9246
7158,10349
7159,9900
7160,5121
7161,13565
7162,1722
7163,10635
7164,1761
7165,2838
7166,3036
7167,8332
7168,424
7169,6251
7170,2074
7171,2624
7172,8936
7173,19356
7174,14577
7175,16063
7176,17941
7177,19034
7178,1130
7179,991
7180,5272
7181,8505
7182,16907
7183,2872
7184,18183
7185,19875
7186,1085
7187,1995
7188,8212
7189,11326
7190,17277
7191,5070
7192,15353
7193,6622
7194,807
7195,2353
7196,20577
7197,14716
7198,547
7199,6473
7200,8533
7201,19138
7202,17226
7203,8902
7204,1046
7205,6298
7206,17561
7207,18742
7208,1176
7209,6017
7210,4273
7211,15822
7212,7172
7213,14115
7214,12916
7215,15596
7216,8161
7217,12322
7218,7250
7219,326
